asm_md_filesize,asm_md_loc
1383739,293811
168339,34745
145996,19883
3855029,912815
2994007,154053
23616,3823
3890683,925718
3108794,71627
23722,3820
1356015,96308
6563968,1832017
3906232,928888
238585,15606
1646797,50299
2448819,523256
1886284,80562
2969216,135085
187463,30016
6106968,1709613
6493060,1825604
2200754,612483
2443631,522858
240923,47979
388330,79788
235170,15359
3770146,126839
23773,3821
6809156,1949369
3884239,896326
638005,123447
401667,83157
196668,38175
23532,3874
22343,3667
424936,78484
433189,84915
438893,91689
165717,33164
414301,86507
468873,88845
193141,37360
367733,70683
570756,119402
425041,79415
456452,87157
444998,91325
464351,100829
1268397,268809
73751,13628
1262321,268724
